"term","hazard.ratio","confint.low","confint.high","p.value","padj.FDR","samples.with.microbe","samples.without.microbe","pass.prevalence.split"
"Betapapillomavirus.1",7.65759908331262,1.02381921201403,57.2745881622965,0.0473793460897528,0.837048526482026,2,496,"No"
"Candidatus.Nardonella.dryophthoridicola",7.65759908331262,1.02381921201403,57.2745881622965,0.0473793460897528,0.837048526482026,1,497,"No"
"Aves.polyomavirus.1",4.14927904909077,1.01507740665865,16.9607918709329,0.0476141744076655,0.837048526482026,2,496,"No"
"Pseudomonas.sp..R1.43.08",2.14654640011239,1.00440424749759,4.58745715115717,0.0486889845457577,0.837048526482026,8,490,"No"
"Mycobacterium.marseillense",2.30340814539445,1.00349252962538,5.28722330025739,0.0490464181975383,0.837048526482026,9,489,"No"
"Dechloromonas.aromatica",0.245046334782591,0.0600929141112475,0.999247699640893,0.0498774576953792,0.837048526482026,496,2,"No"
"Cronobacter.malonaticus",3.15751780707476,0.999267324369326,9.97722877437883,0.050146128326245,0.837048526482026,4,494,"No"
"Lactobacillus.curvatus",0.244074548540174,0.0595041002801073,1.00114756738882,0.0501864550024324,0.837048526482026,10,488,"No"
"Xanthomonas.phaseoli",2.43773503440054,0.998455633015777,5.95174377452772,0.0503980083921386,0.837048526482026,7,491,"No"
"Cluster.bean.endornavirus.1",3.16636821488792,0.997761949699495,10.048376444173,0.0504461533321053,0.837048526482026,6,492,"No"
"Pseudomonas.phage.PAJU2",7.28468921855722,0.987987402710464,53.711916635151,0.0514020547207083,0.837048526482026,1,497,"No"
"Candidatus.Liberibacter.solanacearum",2.5660135938717,0.994256461726497,6.62246212863498,0.0514081943905274,0.837048526482026,9,489,"No"
"Candidatus.Kinetoplastibacterium.blastocrithidii",7.25667396467231,0.984312017975463,53.4986021382355,0.0518411372849585,0.837048526482026,1,497,"No"
"Lepus.americanus.faeces.associated.microvirus.SHP1.6472",7.25667396467231,0.984312017975463,53.4986021382355,0.0518411372849585,0.837048526482026,1,497,"No"
"Porcine.astrovirus.5",7.25667396467231,0.984312017975463,53.4986021382355,0.0518411372849585,0.837048526482026,1,497,"No"
"Chlamydia.psittaci",4.04223694658678,0.987632458641313,16.5442917447547,0.0520577292517563,0.837048526482026,3,495,"No"
"Microbacterium.virus.Ilzat",7.2910363786875,0.970379796727069,54.7818613440241,0.0535149244837766,0.837048526482026,1,497,"No"
"Staphylococcus.virus.SEP1",7.2910363786875,0.970379796727069,54.7818613440241,0.0535149244837766,0.837048526482026,1,497,"No"
"Streptococcus.phage.Dp.1",7.2910363786875,0.970379796727069,54.7818613440241,0.0535149244837766,0.837048526482026,1,497,"No"
"Idiomarina.loihiensis",4.04254191385706,0.974925311791743,16.7624585469599,0.0542332266894454,0.837048526482026,3,495,"No"
"Thiomicrorhabdus.indica",2.1275812703051,0.98354765225269,4.60232104808085,0.0551333411764414,0.837048526482026,9,489,"No"
"Human.betaherpesvirus.6B",3.12553350282633,0.973012165465756,10.0399152487612,0.0556183769364812,0.837048526482026,6,492,"No"
"Acidithiobacillus.thiooxidans",2.24744576705147,0.980501644440687,5.15145742434614,0.0556921491663806,0.837048526482026,9,489,"No"
"Vulcanisaeta.moutnovskia",2.2333859808997,0.980561704657072,5.08689347747243,0.0557193143900492,0.837048526482026,7,491,"No"
"Cydia.pomonella.granulovirus",7.20923107874188,0.952443115196489,54.5681016718523,0.0557758771738731,0.837048526482026,1,497,"No"
"Propionibacterium.virus.Solid",7.20923107874188,0.952443115196489,54.5681016718523,0.0557758771738731,0.837048526482026,1,497,"No"
"Canarypox.virus",7.99599408864782,0.94609400715063,67.5788251299129,0.0562519969529167,0.837048526482026,1,497,"No"
"Rous.sarcoma.virus",7.99599408864782,0.94609400715063,67.5788251299129,0.0562519969529167,0.837048526482026,1,497,"No"
"Actinobacillus.suis",3.92236905633731,0.964026423089033,15.9590843628687,0.0562884753314027,0.837048526482026,2,496,"No"
"Mariprofundus.ferrinatatus",2.64168679570912,0.972525258705733,7.17565848717508,0.0567383076538396,0.837048526482026,5,493,"No"
"Melon.severe.mosaic.tospovirus",3.03344424015069,0.959063168964319,9.59455461942127,0.0589160855638616,0.851995975697031,5,493,"No"
"Vibrio.aphrogenes",2.18151887541129,0.960143720427644,4.95657525277161,0.0624860148841832,0.86339342159294,7,491,"No"
"Methanosphaerula.palustris",2.60177400476795,0.946672279158523,7.15055053466157,0.0637789916165358,0.86339342159294,4,494,"No"
"Alphapapillomavirus.13",3.77652197147148,0.925436880895028,15.4112273839933,0.0640306587356248,0.86339342159294,2,496,"No"
"Streptomyces.venezuelae",0.331778962367886,0.103143196062525,1.0672277384461,0.0641961187204619,0.86339342159294,493,5,"No"
"Oscillibacter.sp..PEA192",0.264916400275938,0.0645610751410232,1.08704353175443,0.0651690591938294,0.872458253473353,9,489,"No"
"Mycobacterium.virus.JAMaL",6.52824741782307,0.87881750401581,48.4947263266469,0.0666974285251527,0.877663032063536,1,497,"No"
"Corynebacterium.virus.Zion",3.71602618943747,0.900213886197366,15.3395219206357,0.0695792479334687,0.891054032299677,3,495,"No"
"Maribacter.cobaltidurans",2.14563716579418,0.94060345657849,4.89447366479362,0.0696112110208416,0.891054032299677,9,489,"No"
"Caldivirga.maquilingensis",6.20027460307256,0.848330302445914,45.3165530485781,0.0721950120688984,0.906241474077763,1,497,"No"
"Propionibacterium.virus.P101A",2.50846733861826,0.917879555558015,6.85537481558696,0.0729869950298267,0.908369061810444,7,491,"No"
"Apocheima.cinerarium.nucleopolyhedrovirus",6.18899608192798,0.838778248278216,45.6660298246253,0.0738482897724353,0.910117550433754,1,497,"No"
"Fowlpox.virus",6.18899608192798,0.838778248278216,45.6660298246253,0.0738482897724353,0.910117550433754,1,497,"No"
"Cyprinid.herpesvirus.1",2.5318497975286,0.913284817900547,7.01890940438657,0.0741627497669985,0.911343095557832,6,492,"No"
"Streptomyces.sp..FR.008",2.09988472035054,0.920304462407261,4.7913663563334,0.0779606802716802,0.934787195254875,8,490,"No"
"Cricetid.gammaherpesvirus.2",5.97468061741875,0.818335828352443,43.621221561358,0.0780169116728816,0.934787195254875,1,497,"No"
"Pseudomonas.sp..s211.2017.",2.08177132857221,0.919982483274478,4.71071128337159,0.0784426368216456,0.934787195254875,7,491,"No"
"Hyperthermus.butylicus",2.45645430290026,0.902562298881274,6.6855969385344,0.0785297232496821,0.934787195254875,6,492,"No"
"Mycoplasma.hyopneumoniae",1.97147962223469,0.924293610419869,4.2050835979717,0.0790420791093703,0.934787195254875,9,489,"No"
"Streptomyces.roseochromogenus",0.168090337603254,0.0227581840062689,1.24150334612784,0.0804767648117333,0.934787195254875,497,1,"No"
"Thermosipho.sp..1070",5.94918193549181,0.805475074327369,43.9402370472329,0.0804767648117337,0.934787195254875,1,497,"No"
"Methanosalsum.zhilinae",3.50912678260394,0.858431281119986,14.3447367858291,0.0805547300348128,0.934787195254875,2,496,"No"
"Pseudomonas.phage.PaBG",5.89062767975764,0.800988212794873,43.3208552975463,0.0815116357893131,0.936221479940475,1,497,"No"
"Citrobacter.werkmanii",0.290632635552367,0.0716896691490928,1.17823571862842,0.0835774476642245,0.936221479940475,10,488,"No"
"Staphylothermus.hellenicus",2.7510328049935,0.867431623037465,8.72481621969128,0.0857128431893834,0.936221479940475,4,494,"No"
"Synechococcus.phage.S.SSM5",5.66619769796059,0.781409554420871,41.0870281413036,0.0861714176557618,0.937592936241792,1,497,"No"
"Helicobacter.mustelae",2.39373193880601,0.881944376740032,6.49695462205889,0.0866452029444346,0.937863904619564,6,492,"No"
"Staphylococcus.kloosii",0.179549434223636,0.0249154019694052,1.29389842353796,0.0883322836473381,0.937863904619564,9,489,"No"
"Moritella.yayanosii",0.18054699273404,0.0252021098601429,1.29343204859439,0.0884083999988871,0.937863904619564,7,491,"No"
"Harvey.murine.sarcoma.virus",2.37183012427014,0.873822285232248,6.4378973087189,0.0900335118750202,0.937863904619564,6,492,"No"
"Enterococcus.virus.FL1",5.60207496222242,0.759698604100766,41.3101244532452,0.090959383542455,0.937863904619564,1,497,"No"
"Natrinema.sp..J7.2",5.60207496222242,0.759698604100766,41.3101244532452,0.090959383542455,0.937863904619564,1,497,"No"
"Escherichia.virus.CC31",3.34681768018589,0.81796376035416,13.693991258922,0.0928710810008908,0.937863904619564,3,495,"No"
"Helicobacter.heilmannii",5.51427257148259,0.750905347706372,40.4940543911207,0.0932783709482857,0.937863904619564,2,496,"No"
"Thermochromatium.tepidum",3.35098980904033,0.813993051952013,13.795121068127,0.0939517636250318,0.937863904619564,491,7,"No"
"Spiroplasma.eriocheiris",5.51435948729811,0.739000830426183,41.1476676387741,0.0959108942998407,0.937863904619564,1,497,"No"
"Pectobacterium.odoriferum",3.29573380329424,0.807614864126411,13.4493083085159,0.0964784292438661,0.937863904619564,3,495,"No"
"Gemella.sp..oral.taxon.928",3.32530029315403,0.801802082551211,13.7909619846168,0.0978028022599384,0.937863904619564,3,495,"No"
"Bartonella.sp..1.1C",2.62685771512954,0.833793324253641,8.27588954578445,0.0990428627136404,0.937863904619564,6,492,"No"
"Limnospira.indica",3.28465623055029,0.791444598910224,13.6319921416466,0.1014541107515,0.937863904619564,3,495,"No"
"Polaribacter.sp..KT.15",0.193068685331547,0.0269493235569547,1.38317079376312,0.101611987079836,0.937863904619564,8,490,"No"
"Kosakonia.oryzae",0.422854042682572,0.150619294349403,1.18713569988056,0.102205073773339,0.937863904619564,9,489,"No"
"Capnocytophaga.sp..H4358",3.21798140805811,0.790048543469156,13.1073013528212,0.102873019488092,0.937863904619564,4,494,"No"
"Candidatus.Nitrososphaera.gargensis",1.97965154317952,0.869552533431592,4.50693900798274,0.103744421490181,0.937863904619564,10,488,"No"
"Blattabacterium.sp...Mastotermes.darwiniensis.",5.16698147889225,0.713926923384841,37.395560706182,0.103891150878426,0.937863904619564,1,497,"No"
"Bacillus.sp..N3536",0.308011511238695,0.0744028763877275,1.2750997765349,0.104230826663419,0.937863904619564,7,491,"No"
"Kushneria.marisflavi",0.191821831629078,0.0261114127971372,1.40917748784426,0.104622432015068,0.937863904619564,5,493,"No"
"Bacillus.freudenreichii",2.61704923827328,0.812896799537893,8.42535819976186,0.106807502602505,0.937863904619564,5,493,"No"
"Changjiang.crawfish.virus.5",5.22463354034688,0.699130093843338,39.0439431391925,0.107140164402839,0.937863904619564,1,497,"No"
"Chlamydia.sp..S15.834C",2.31799085439121,0.831624249416888,6.46094868542943,0.107958705284813,0.937863904619564,5,493,"No"
"Candidatus.Methylopumilus.planktonicus",1.95598813082446,0.861810152482548,4.43936469871608,0.108642179754544,0.937863904619564,9,489,"No"
"Shewanella.violacea",2.13857034748392,0.844878960882234,5.4131814649069,0.108664622974315,0.937863904619564,8,490,"No"
"Paenibacillus.sp..IHB.B.3084",2.26121831299395,0.832510381132004,6.14179519547451,0.109509667057805,0.937863904619564,6,492,"No"
"Epinotia.aporema.granulovirus",5.04021667111284,0.693791578278483,36.6158726728834,0.109902136265801,0.937863904619564,1,497,"No"
"Synechococcus.lividus",0.201425836071983,0.028190536746185,1.43921940197849,0.110252056451437,0.937863904619564,9,489,"No"
"Avibacterium.volantium",0.201390002399145,0.0280884795036852,1.44393480113462,0.110837051569575,0.937863904619564,6,492,"No"
"Corynebacterium.crudilactis",2.07091816453443,0.84481712420071,5.07648569299092,0.111533189152931,0.937863904619564,8,490,"No"
"Desulfocapsa.sulfexigens",0.202859039970767,0.0284020051885183,1.44890439335942,0.111766193383846,0.937863904619564,9,489,"No"
"Campylobacter.insulaenigrae",2.08652842584018,0.8413947068336,5.17426700748203,0.112450409868504,0.937863904619564,9,489,"No"
"Halovirus.HSTV.2",4.97525039395279,0.684785986055674,36.1472299179249,0.11279892466241,0.937863904619564,1,497,"No"
"Kangiella.koreensis",2.54695138213588,0.798153346479323,8.12746243761058,0.114302572108821,0.937863904619564,5,493,"No"
"Acetobacter.pomorum",3.09253207837786,0.761423937455532,12.56035460056,0.114381155196656,0.937863904619564,3,495,"No"
"Pyrococcus.sp..NA2",0.205089133449338,0.0286900821009578,1.46606595655564,0.114398184433813,0.937863904619564,9,489,"No"
"Longibaculum.sp..KGMB06250",0.205221275284092,0.0286606404682383,1.4694637363705,0.11485353216183,0.937863904619564,8,490,"No"
"Salegentibacter.sp..T436",3.10284663840993,0.759120115563102,12.6826533299677,0.114955114106249,0.937863904619564,4,494,"No"
"Planctomycetes.bacterium.Pla133",4.90051151725755,0.675540400676378,35.5493366595529,0.115950363773311,0.937863904619564,1,497,"No"
"Shewanella.donghaensis",0.207353933099496,0.0289761785402791,1.48382760383889,0.117128474394133,0.937863904619564,10,488,"No"
"Parascardovia.denticolens",0.32837163478076,0.081174198444435,1.32835226703715,0.118344766390039,0.937863904619564,10,488,"No"
"Tacheng.chengtivirus",0.209777751045561,0.0292226820908863,1.50590916661472,0.120451607226986,0.937863904619564,6,492,"No"
"Bartonella.apis",0.210801042154505,0.0295203009169132,1.50530577240714,0.12061683081616,0.937863904619564,9,489,"No"
"Planctomycetes.bacterium.Mal48",0.211052620393303,0.0295543799759283,1.50716098971319,0.120908914023536,0.937863904619564,9,489,"No"
"Enterobacteriaceae.bacterium.S05",4.75516058967354,0.657594483125717,34.3852523307462,0.122418201132234,0.937863904619564,1,497,"No"
"Prochlorococcus.sp..MIT.0801",3.02704398494216,0.741400483871179,12.3590360218413,0.122807324255138,0.937863904619564,2,496,"No"
"Xanthomonas.albilineans",0.331959264454003,0.0817254761101977,1.34837945891259,0.123073990123571,0.937863904619564,9,489,"No"
"Macacine.betaherpesvirus.3",4.82636098311234,0.652548205546853,35.6966123595241,0.123112443928741,0.937863904619564,1,497,"No"
"Neodiprion.abietis.NPV",4.82636098311234,0.652548205546853,35.6966123595241,0.123112443928741,0.937863904619564,1,497,"No"
"Apple.hammerhead.viroid.like.circular.RNA",3.02405850928302,0.740101435517834,12.3563195917442,0.12334553727652,0.937863904619564,3,495,"No"
"Cyprinid.herpesvirus.2",3.02915579243531,0.738719262569374,12.4212069182137,0.123721102720226,0.937863904619564,4,494,"No"
"Wolbachia.endosymbiont.of.Culex.quinquefasciatus",4.79274590126094,0.65114781032323,35.2768033768723,0.123873474282968,0.937863904619564,1,497,"No"
"Sulfitobacter.donghicola",3.0037248596348,0.735334972233093,12.269731990291,0.125572226361078,0.937863904619564,3,495,"No"
"Streptomyces.sp..F8",4.70593222477735,0.646011194327827,34.2808271724154,0.126338312988686,0.937863904619564,2,496,"No"
"Ehrlichia.canis",4.68814660736141,0.643999021904634,34.1284968836009,0.127140148282401,0.937863904619564,2,496,"No"
"Catenovulum.sp..CCB.QB4",1.89749859567745,0.827577708294579,4.35064995650692,0.130292498103592,0.937863904619564,9,489,"No"
"Mycobacterium.virus.Barnyard",2.96514751399813,0.725039459876698,12.1263741717788,0.130398107934875,0.937863904619564,3,495,"No"
"Actinoplanes.sp..SE50.110",1.99752777056454,0.814858285749719,4.89670076865624,0.130425401659014,0.937863904619564,7,491,"No"
"Acidianus.hospitalis",2.42825940352442,0.767860923748774,7.67905169860415,0.130969145577043,0.937863904619564,5,493,"No"
"Mycobacterium.phage.Adzzy",2.92741890059746,0.719488076493093,11.910942932294,0.133571207583958,0.937863904619564,3,495,"No"
"Rhodococcus.sp..p52",0.21971229157711,0.0299602297279762,1.61125236716687,0.136032591363833,0.937863904619564,5,493,"No"
"NY_014.poxvirus",2.90958515790678,0.713654952068174,11.8624354340677,0.136361524792672,0.937863904619564,2,496,"No"
"Bovine.gammaherpesvirus.4",4.6404707683331,0.612483739579117,35.1584337023405,0.137414837772266,0.937863904619564,1,497,"No"
"Wenzhou.narna.like.virus.9",4.6404707683331,0.612483739579117,35.1584337023405,0.137414837772266,0.937863904619564,1,497,"No"
"Propionibacterium.phage.Enoki",2.91436816145991,0.709550114009086,11.9703198024184,0.137823928262281,0.937863904619564,5,493,"No"
"Bacillus.sp..X1.2014.",1.86873088086143,0.816150517611435,4.27881258386669,0.139056815205364,0.937863904619564,10,488,"No"
"Klebsiella.phage.phiKO2",2.36642373903148,0.751640333014661,7.45032040815523,0.141004339342957,0.937863904619564,5,493,"No"
"Murine.roseolovirus",4.45617307964466,0.60304174347933,32.9288622727497,0.143102634558607,0.937863904619564,1,497,"No"
"Propionibacterium.virus.PHL116M00",4.45617307964466,0.60304174347933,32.9288622727497,0.143102634558607,0.937863904619564,1,497,"No"
"Rhizobium.phage.RR1.A",4.45617307964466,0.60304174347933,32.9288622727497,0.143102634558607,0.937863904619564,1,497,"No"
"Staphylococcus.virus.PH15",4.45617307964466,0.60304174347933,32.9288622727497,0.143102634558607,0.937863904619564,1,497,"No"
"Hepatovirus.C",2.85890134192169,0.697395273089631,11.7197767151931,0.144486418097804,0.937863904619564,2,496,"No"
"Brazilian.marseillevirus",4.36671652161237,0.60257975300954,31.6442978458663,0.144649665553103,0.937863904619564,2,496,"No"
"Blattabacterium.cuenoti",0.352284674480692,0.0865096493002142,1.43457397964113,0.145319824669003,0.937863904619564,7,491,"No"
"Nakamurella.sp..s14.144",1.96266272490284,0.79148540813505,4.86685532308103,0.145591393765711,0.937863904619564,10,488,"No"
"alpha.proteobacterium.HIMB59",0.352572192635557,0.0865474702853342,1.43628867036809,0.14574338837306,0.937863904619564,9,489,"No"
"Thalassospira.marina",0.232370622093201,0.0324203271874148,1.66550157559612,0.146412653260774,0.937863904619564,7,491,"No"
"Planococcus.antarcticus",1.94417391327887,0.790899750912117,4.77912934062117,0.147401074178027,0.937863904619564,10,488,"No"
"Neokomagataea.tanensis",0.235569898546472,0.0329868383177096,1.68228238689376,0.149476542152354,0.937863904619564,8,490,"No"
"Salinivibrio.sp..YCSC6",0.233913420962923,0.0323388049630714,1.69194528273568,0.150133496657637,0.937863904619564,9,489,"No"
"Natrinema.versiforme",1.93261846591635,0.787678033550474,4.74180309175975,0.150210385809468,0.937863904619564,8,490,"No"
"Hyposoter.fugitivus.ichnovirus",4.35903124751372,0.583978658669127,32.5374106309025,0.151144708405773,0.937863904619564,1,497,"No"
"Neisseria.canis",2.07441914273361,0.765327221391131,5.62271229803864,0.151497825276236,0.937863904619564,7,491,"No"
"Stappia.sp..ES.058",0.431035507539372,0.136292861968258,1.36317930430571,0.151981302506926,0.937863904619564,10,488,"No"
"Thiomicrospira.cyclica",2.08003092349301,0.763665810704148,5.66547380024496,0.151981454449583,0.937863904619564,5,493,"No"
"Lysinibacillus.varians",0.237480917693802,0.0332129213597044,1.6980495530006,0.152024388220167,0.937863904619564,10,488,"No"
"Legionella.longbeachae",0.359121087776364,0.0882678846878203,1.46109716055623,0.15261570191783,0.937863904619564,9,489,"No"
"Lactobacillus.buchneri",0.238892042656725,0.0333369379704878,1.71189711830235,0.154179496067165,0.937863904619564,6,492,"No"
"Campylobacter.helveticus",1.81484899360612,0.798579888382344,4.12441750350742,0.154746675386461,0.937863904619564,7,491,"No"
"Planctomycetes.bacterium.EC9",1.7402991471338,0.811250480155196,3.73329963507107,0.154793980683945,0.937863904619564,10,488,"No"
"Pseudomonas.sp..R2.7.07",2.0650015610903,0.760489402019474,5.60722008220197,0.154805340567465,0.937863904619564,6,492,"No"
"Candidatus.Protochlamydia.naegleriophila",0.240017511277582,0.0335972546725483,1.71467598413495,0.154890284078028,0.937863904619564,10,488,"No"
"Hydrogenobacter.thermophilus",1.81507670006516,0.798230066616934,4.12726050408278,0.154943018986616,0.937863904619564,8,490,"No"
"Wolinella.succinogenes",0.499410506402073,0.191743491969186,1.3007526427278,0.155142182456173,0.937863904619564,10,488,"No"
"Burkholderia.oklahomensis",1.73979982979785,0.809860680754542,3.7375606937041,0.155779930760396,0.937863904619564,10,488,"No"
"Candidatus.Planktophila.limnetica",0.24157946818997,0.0335968213921457,1.73708812419357,0.158145108426868,0.937863904619564,7,491,"No"
"Wolbachia.endosymbiont.of.Cimex.lectularius",0.242842621712854,0.0339572134694778,1.7366719143012,0.158523409610089,0.937863904619564,9,489,"No"
"Cronobacter.phage.vB_CsaP_GAP52",4.13001384368276,0.570519833177629,29.8973205786882,0.160231930881616,0.937863904619564,2,496,"No"
"Macacine.betaherpesvirus.9",4.1286730672972,0.570043661492515,29.9028696363272,0.160435424577353,0.937863904619564,1,497,"No"
"Wheat.yellow.mosaic.virus",4.1286730672972,0.570043661492515,29.9028696363272,0.160435424577353,0.937863904619564,1,497,"No"
"Sphingobium.wenxiniae",4.14243308758623,0.568934714409658,30.161196795549,0.160567843639512,0.937863904619564,2,496,"No"
"Candidatus.Nitrosoglobus.terrae",0.434134145448149,0.135311230537154,1.39288110451589,0.160664550179891,0.937863904619564,10,488,"No"
"Nile.crocodilepox.virus",4.23719206622712,0.561986709946221,31.9470127822349,0.161254878466945,0.937863904619564,1,497,"No"
"Ostreococcus.tauri.virus.OtV5",4.23719206622712,0.561986709946221,31.9470127822349,0.161254878466945,0.937863904619564,1,497,"No"
"Syntrophomonas.wolfei",1.79323895196466,0.792048696381746,4.05998514173861,0.161276446961042,0.937863904619564,10,488,"No"
"Enterobacter.sp..DKU_NT_01",0.24076939531531,0.0323785500331782,1.79037979344654,0.164225471871166,0.937863904619564,4,494,"No"
"X.Bacillus..selenitireducens",0.246641936828872,0.0343114968073052,1.7729405786152,0.164240145652397,0.937863904619564,8,490,"No"
"Methanosarcina.sp..Kolksee",1.89469941057875,0.769649239738564,4.66431417208557,0.164424092334472,0.937863904619564,6,492,"No"
"Saliniradius.amylolyticus",1.88475356325624,0.770684929825916,4.60927138540195,0.164807371336759,0.937863904619564,7,491,"No"
"Lactobacillus.kefiri",0.371911818045116,0.091594131221888,1.51012295827715,0.166530564478344,0.937863904619564,6,492,"No"
"Dactylococcopsis.salina",0.249578767895141,0.0348706073851489,1.78630560391631,0.166903668799342,0.937863904619564,9,489,"No"
"Thermincola.potens",0.251218027213727,0.0350410734225132,1.80104349076845,0.169275400504759,0.937863904619564,10,488,"No"
"Lysinimonas.sp..KACC.19322",1.87788156798221,0.762471411338408,4.62501168034246,0.170606640227793,0.937863904619564,10,488,"No"
"Agrobacterium.vitis",0.374873167381292,0.0919324817134116,1.5286206681613,0.171248966569769,0.937863904619564,495,3,"No"
"Yellowstone.lake.phycodnavirus.1",2.23452854907299,0.705697481529513,7.07543666699824,0.171552524641158,0.937863904619564,3,495,"No"
"Sulfitobacter.sp..JL08",0.25280369175025,0.0351730986162867,1.817005298844,0.171776113267028,0.937863904619564,4,494,"No"
"Arthrobacter.virus.Tank",4.3609940231785,0.524826578472583,36.2372441684413,0.172817036424491,0.937863904619564,2,496,"No"
"Tatumella.ptyseos",1.86178277366991,0.761339736281964,4.55280991014805,0.173102225939781,0.937863904619564,7,491,"No"
"Acidianus.ambivalens",2.6454533238825,0.651349633943637,10.744495619762,0.173688493835813,0.937863904619564,3,495,"No"
"Natronomonas.pharaonis",2.64709089864864,0.650767261482756,10.7674289111333,0.173879247749472,0.937863904619564,3,495,"No"
"Roseovarius.sp..TM1035",0.379265284606747,0.0935248573850599,1.53800989522615,0.174687888637184,0.937863904619564,9,489,"No"
"Mucilaginibacter.gossypii",2.03190984294845,0.729417714383419,5.66021023133607,0.17498544988354,0.937863904619564,7,491,"No"
"Kozakia.baliensis",0.373383452823918,0.0898639258814483,1.55140342996624,0.17521226759638,0.937863904619564,8,490,"No"
"Acinetobacter.sp..FDAARGOS_493",2.63504367916626,0.647474697040717,10.7239019885242,0.176062181164107,0.937863904619564,3,495,"No"
"Propionibacterium.virus.MrAK",1.85222497817334,0.757953235958032,4.52631799299974,0.176354961428059,0.937863904619564,10,488,"No"
"Synechococcus.phage.S.CBP42",3.91881322105887,0.540332900307706,28.4215472587368,0.176682279049794,0.937863904619564,1,497,"No"
"Blastomonas.fulva",2.64656119527479,0.644203529928333,10.8727845082028,0.177014965743002,0.937863904619564,4,494,"No"
"blood.disease.bacterium.A2.HR.MARDI",0.382906937752954,0.0944639232811947,1.55210283340553,0.178840726455548,0.937863904619564,8,490,"No"
"Methylacidiphilum.fumariolicum",1.89253636834393,0.746409330159424,4.79856529223642,0.179004062738117,0.937863904619564,10,488,"No"
"Thermococcus.barophilus",0.260164833458655,0.0364162875813306,1.85866668636674,0.179563011517666,0.937863904619564,6,492,"No"
"Alteromonas.sp..BL110",2.19883949908152,0.695742753770658,6.94925691502757,0.179576907388166,0.937863904619564,5,493,"No"
"Shewanella.frigidimarina",0.384207569623378,0.09493757177676,1.55486867626035,0.179879030547832,0.937863904619564,9,489,"No"
"Staphylococcus.phage.StB12",3.89011653920712,0.533933650605675,28.3424853845538,0.180023594713349,0.937863904619564,2,496,"No"
"Lactobacillus.fuchuensis",2.17366576752345,0.691062278188166,6.83704351696191,0.184196356129757,0.937863904619564,4,494,"No"
"Thermococcus.sp..IOH1",2.6228540390474,0.631641665837962,10.8912436943513,0.184351628269449,0.937863904619564,3,495,"No"
"Salmonella.enterica",0.39019299449231,0.0960282025614021,1.58547769186374,0.188289518247183,0.937863904619564,495,3,"No"
"Rahnella.sp..WMR114",0.258135616461611,0.0343261411093263,1.94120266166218,0.188309114044521,0.937863904619564,2,496,"No"
"Vibrio.natriegens",1.83132218192807,0.743298477306337,4.51197067721101,0.188464018680329,0.937863904619564,9,489,"No"
"Spiroplasma.phoeniceum",0.459253670127199,0.143578868865811,1.46897614663911,0.189617455954052,0.937863904619564,10,488,"No"
"Streptomyces.sampsonii",0.267843698130796,0.0373762427454869,1.91940766001803,0.189837178298128,0.937863904619564,8,490,"No"
"Planctomycetes.bacterium.CA51",2.54975460325043,0.627356938952695,10.3629180345879,0.190777784731449,0.937863904619564,3,495,"No"
"Methylomicrobium.alcaliphilum",1.82051898487405,0.741697680501537,4.46851791695735,0.190964894367239,0.937863904619564,10,488,"No"
"Mesorhizobium.sp..M2A.F.Ca.ET.043.02.1.1",1.8189881796967,0.740673095222094,4.46717724623733,0.191856299766541,0.937863904619564,10,488,"No"
"Omsk.hemorrhagic.fever.virus",3.73433295644614,0.516182032482068,27.0161333639295,0.191898119996056,0.937863904619564,1,497,"No"
"Spider.shaspivirus",3.73433295644614,0.516182032482068,27.0161333639295,0.191898119996056,0.937863904619564,1,497,"No"
"Propionibacterium.virus.P91",0.385304693177503,0.0919541286643841,1.61449745368651,0.192005326957829,0.937863904619564,7,491,"No"
"Lactococcus.phage.28201",0.261998686316766,0.0348521295823405,1.96955860242446,0.193123308531703,0.937863904619564,2,496,"No"
"Lactococcus.phage.BM13",0.261998686316766,0.0348521295823405,1.96955860242446,0.193123308531703,0.937863904619564,2,496,"No"
"Lactococcus.phage.r1t",0.261998686316766,0.0348521295823405,1.96955860242446,0.193123308531703,0.937863904619564,2,496,"No"
"Lactococcus.phage.TP901.1",0.261998686316766,0.0348521295823405,1.96955860242446,0.193123308531703,0.937863904619564,2,496,"No"
"Sphingomonas.sp..ERG5",0.261998686316766,0.0348521295823405,1.96955860242446,0.193123308531703,0.937863904619564,2,496,"No"
"Mycobacterium.virus.Anaya",3.71434666163517,0.514676322488586,26.8059176612041,0.193163570429637,0.937863904619564,1,497,"No"
"Streptomyces.phage.phiSAJS1",3.71434666163517,0.514676322488586,26.8059176612041,0.193163570429637,0.937863904619564,1,497,"No"
"Paraliobacillus.sp..X.1125",0.271721003411412,0.0380560924704341,1.94009155701588,0.193886407150774,0.937863904619564,8,490,"No"
"Bacillus.wiedmannii",0.396616075488223,0.0982110676605107,1.60169637784042,0.194106404066978,0.937863904619564,8,490,"No"
"Acholeplasma.laidlawii",1.81195216500356,0.736074752573715,4.46037666253509,0.195918590171629,0.937863904619564,7,491,"No"
"Leclercia.sp..W6",2.13367447131811,0.676030512508439,6.73426223420318,0.196244626385577,0.937863904619564,6,492,"No"
"Roseiflexus.sp..RS.1",0.398677543211298,0.098727383835772,1.60992601328717,0.196598895991282,0.937863904619564,10,488,"No"
