Genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MIR219A1	1.64510624437042	-0.0761512063293295	0.171944676799466	-0.44288202314133	0.657851070907784	0.746784254522585
H3P5	0.172817629101012	-0.244797048944834	0.552825745998357	-0.442810507138648	0.657902802749109	NA
MKNK1	1907.70589716821	-0.0205341519974319	0.0463757849708053	-0.442777454017407	0.657926712620307	0.746831080216935
MOGAT2	19.4885157168172	0.120127331170103	0.271603272858116	0.442289704045125	0.658279580453912	0.747179892041197
GADD45A	2632.10365833037	0.0372059536834614	0.0841273382827124	0.442257587639701	0.658302818076545	0.747179892041197
SLC40A1	2218.19430741026	0.0598501205032345	0.135369616137892	0.442123736557464	0.658399668737205	0.747250760812649
COQ9	2597.2017467378	0.0226203056901227	0.0511836849386957	0.441943672426394	0.658529966826415	0.747359581354426
LINC01140	29.3610398842123	-0.0615823821650249	0.139487202895465	-0.44149126863757	0.658857381210335	0.747692084294874
CCDC105	0.738352454834035	0.207206948197895	0.469607145774997	0.441234657653983	0.659043125189255	0.747863788852669
CRAT	1680.30883705685	0.05930666469536	0.13447504048939	0.441023586827172	0.659195921379559	0.747998089186243
SNORD114-3	0.223042813162647	-0.191811985635257	0.435304750664572	-0.440638392625905	0.659474803807454	NA
TEX46	3.53975752815529	-0.072740429068716	0.165115707844281	-0.440542150825024	0.659544490720375	0.748354510188783
LINC02249	0.423091709770608	0.213071232697576	0.483719819785897	0.440484809557493	0.659586011879256	0.748361962296543
RNF144A	1316.36217547368	-0.0422132695690792	0.0958438638307322	-0.440437894319778	0.659619984266904	0.748361962296543
PRRC2C	12809.5710876062	0.028568640458075	0.064887152630247	0.44028192484991	0.659732930343175	0.748450999550809
LINC02523	0.386905150702274	0.154738965926029	0.351612769714158	0.440083464692774	0.659876657477852	NA
PIAS3	2723.68184883536	0.0315736666869514	0.0718264949327591	0.439582450967562	0.660239553233995	0.748986620963129
MRPL20-AS1	838.256801698898	0.0250728032532167	0.0570641273289588	0.439379421482763	0.660386634919056	0.74910722742658
DNAJB11	6093.05467325729	0.02678624104229	0.0609692110203448	0.439340457158806	0.660414863543838	0.74910722742658
DCANP1	0.154992677080725	0.247666808141793	0.563828776558035	0.439258899933606	0.660473951166195	NA
MATN4	15.8673559991683	-0.0734530912360508	0.167251811150136	-0.439176656628935	0.660533537991809	0.749164917638471
HAVCR1	2.91325515253456	-0.0956375328058085	0.217769701589884	-0.439168222703076	0.660539648651864	0.749164917638471
MIR374B	0.736711664899523	0.102477172243708	0.233365467889089	0.43912740462703	0.660569223026654	0.749164917638471
ZMAT2	4253.70176910093	0.0225257378843547	0.0513286330050247	0.438853259196472	0.66076786639997	0.749341044264162
LOC105370791	0.538404845929023	-0.168291044418034	0.383513502499711	-0.438813870492502	0.660796409073162	0.749341044264162
ARMCX4	263.485974579949	0.0440871554196323	0.100478915898701	0.438770213883273	0.660828045022275	0.749341044264162
ARMC12	11.3214745863948	0.0685181883266519	0.156197136203994	0.438664818010281	0.660904423091066	0.749388520047125
ADTRP	581.988996250692	0.0698463154428441	0.159421749448693	0.438122876485701	0.661297211930098	0.749794745042924
LINC00523	0.379901047366005	-0.229231424341253	0.523343822000871	-0.438013051276398	0.66137682250799	NA
SCARNA18B	0.128296723933418	-0.225181522331631	0.51432153848063	-0.43782246218357	0.661514986652243	NA
SCGB1C1	0.171729737814614	0.234805428224185	0.536421685449596	0.437725458521285	0.661585312144927	NA
COX7A2	4741.80995732693	-0.0329557717607286	0.0752909082778032	-0.437712500945409	0.661594706324672	0.750092886119159
LINC01347	21.2150126679871	-0.0449753938426991	0.102801139083816	-0.437498983411359	0.661749513174394	0.750229230373915
TP63	29121.0292507768	-0.0412142709390873	0.0942202230290783	-0.437424892598351	0.661803234697137	0.750250965358827
GPR146	48.8463477009264	0.0429597034156473	0.098297517559261	0.437037521214592	0.662084137007509	0.750498064315188
KCNN4	867.785946555706	-0.064110265067823	0.146695681171111	-0.437028987874855	0.662090325493256	0.750498064315188
UBL3	1712.28961277357	0.0294962893872123	0.0675100425128383	0.436917061363174	0.662171498149528	0.750550896874257
LINC00972	0.177623839541658	-0.361597445653854	0.827895399672154	-0.436767067188737	0.662280284906532	NA
CTSL3P	1.30748445067658	-0.137078838271172	0.313888460004381	-0.436711939869527	0.662320269065704	0.750680340454187
DNTT	0.697586039518345	0.151178223664238	0.346266757380588	0.436594678645618	0.662405322501867	0.750737556269731
PCGEM1	0.193215798961777	-0.300361396589372	0.688185879556117	-0.436453878976863	0.66250745490228	NA
LINC01947	0.186151728877466	-0.390475629231243	0.895455042186939	-0.436063912575217	0.662790359099877	NA
CLP1	910.904894793696	-0.0197137864875296	0.045225048701317	-0.435904151651151	0.662906272815275	0.751266098543066
RUNDC3B	31.9415239453743	0.0549523338757318	0.12609181787966	0.435812051882523	0.662973098996329	0.751302622101309
RAB2B	989.173947699606	-0.0243422648165186	0.0558779866103732	-0.435632460887553	0.663103415185158	0.751364619304643
GSX2	0.415660559171369	-0.179692207984289	0.412501150462672	-0.43561625896738	0.663115172247617	0.751364619304643
NAT14	643.995762727591	-0.0484538904128191	0.111236459311723	-0.435593605843156	0.663131610820791	0.751364619304643
DAO	1.56334708639676	0.106663283625237	0.244944300841899	0.435459340179072	0.663229046006739	0.751435809977895
CHL1-AS2	4.56559532775503	-0.122688572710887	0.281839531772287	-0.435313569886333	0.663334836431205	0.751516459180029
LOC105372179	0.661230089064846	-0.160605157219632	0.36909442676304	-0.435132978376671	0.663465907098811	0.751625739391208
LOC105375166	0.616399217804423	0.128900959766293	0.296283538447825	0.435059471888253	0.663519259979094	0.751646968044552
RNU6ATAC	1.75157093715042	-0.06604989466203	0.151882415970159	-0.434875191049155	0.663653023202828	0.751759280065175
LMNTD2-AS1	60.0970294672635	0.073990390017099	0.170173843626908	0.434792964888992	0.663712711848409	0.751787676062187
ALOX15	132.836489352294	0.114240616979834	0.26306721646372	0.434263982093675	0.664096755817571	0.752148612029984
LINC02332	2.10313237802796	-0.0932175220271253	0.214658994010433	-0.434258636386765	0.664100637276117	0.752148612029984
COL22A1	1373.76367884157	0.0988780853823394	0.227734108300991	0.434182152686827	0.664156172229715	0.752172279126331
LASP1	13724.7642504531	-0.0223132045872324	0.0514160345788336	-0.433973657634385	0.664307570231653	0.752267118069647
MIEF1	3108.59998209289	-0.0200145822537907	0.0461195866247057	-0.433971414719253	0.664309198991644	0.752267118069647
CASC17	0.411068569168946	-0.142797040418046	0.329133275816515	-0.433857804452601	0.664391702562902	0.752321313091382
MIR4682	0.176837565396019	-0.255027366554721	0.588011376285665	-0.43371161994462	0.664497867472436	NA
TLR8	162.650509784275	-0.0708828684243522	0.163496698724438	-0.433543117245569	0.664620249076693	0.752504369622134
APOBEC3A	2156.34834072153	-0.0830198539025166	0.191501169917961	-0.433521392783566	0.664636027958416	0.752504369622134
ZNF710	1471.13140336101	-0.0296835178538376	0.0684813250552431	-0.433454198351043	0.664684833467984	0.752504369622134
ITGBL1	341.46553211478	-0.0899866142346592	0.207608224400167	-0.433444361342878	0.664691978527384	0.752504369622134
MIR3613	0.33306421686285	-0.130520135441646	0.301171088688587	-0.433375381448398	0.664742082568542	NA
TPTE	1.07292642185454	-0.307340328161537	0.709488597125581	-0.433185719131631	0.66487985287318	0.752604815852828
AIFM2	978.497085401056	-0.038855243301249	0.0896965066029336	-0.433185692205969	0.664879872432728	0.752604815852828
UBXN4	6603.37296482064	0.0212790583239348	0.0491230058747296	0.433179076585812	0.664884678209562	0.752604815852828
SMAD1-AS1	0.0978840274810626	0.301103025413293	0.695408340794145	0.432987365480026	0.665023948654448	NA
COX6B1	8668.43737508254	-0.0384821339160924	0.0888785511703286	-0.432974361185799	0.665033396172447	0.752725653665609
DNAJC11	1891.52773422201	0.0236740097029367	0.0546823817069397	0.43293669668255	0.665060759439483	0.752725653665609
FGF13-AS1	0.8322273622707	-0.154197704893698	0.356686702137718	-0.432305729284411	0.665519223668453	0.753166943858044
LAT2	467.271969519734	0.0397959615943761	0.0920553679180949	0.432304628121025	0.665520023888931	0.753166943858044
LINC02331	0.263178426680736	0.184351613441748	0.426707651388031	0.432032593842819	0.665717724114643	NA
SCARNA17	14.3686510920599	0.045740421327858	0.105895620533354	0.431938743996039	0.665785934645778	0.753428608621245
DDX42	5907.75776304975	0.0155414999004891	0.0360023737051368	0.431679867215857	0.665974101897316	0.753602273199594
SEPTIN12	2.87893461099811	-0.121017229983194	0.28056381479298	-0.431335844476198	0.666224190905533	0.753845985384484
C10orf126	0.269421994191672	-0.269665180349283	0.62523165145287	-0.431304428882725	0.666247030474076	NA
METTL17	1698.66224310584	0.0292174733953754	0.0677470815875141	0.431272797450809	0.666270027272805	0.753858568269537
LINC01484	5.20845248223758	-0.100277640817038	0.232647642123256	-0.431027969601821	0.666448033516228	0.753971135076715
UGT2B17	19.7507837515123	0.107274519212087	0.24888805006248	0.431015145906594	0.666457357719342	0.753971135076715
UVSSA	432.188563715147	-0.0286073344871438	0.0663754502856832	-0.430992699319047	0.666473678922291	0.753971135076715
PI4KAP1	123.218910734145	-0.0574319520817571	0.133294792698671	-0.430864183956452	0.666567127137642	0.754030479431166
ERFL	9.38379669710411	0.0575410719139151	0.133560181779353	0.43082504940713	0.666595584326046	0.754030479431166
LMNTD1	1.56081952271784	0.129447379365736	0.300506315513511	0.430764255801192	0.666639792126255	0.754041206689323
TOPAZ1	0.511035629881541	-0.166870021609292	0.387454067846319	-0.430683364706548	0.666698616182214	0.754068464524027
ZNF143	896.182302764959	-0.0180522303708394	0.0419207326379903	-0.430627740376839	0.66673906741966	0.754074940053017
LINC00562	12.67174295606	-0.0548224557261834	0.127370313250356	-0.430417844842902	0.666891716799705	0.75420830322929
TRAP1	3926.28410238263	0.0251551375105158	0.0584621930677525	0.430280428949411	0.666991661846526	0.754282050671665
HCFC2	709.117864750523	-0.0250687118855751	0.0583284833858738	-0.429785079782246	0.667351987226399	0.754650231871127
CPD	5368.94928582409	0.0312810637005696	0.0728126314694942	0.429610399586715	0.667479070862357	0.754702080965128
CERKL	255.626687607978	0.0484502382677988	0.112786146022694	0.42957614898952	0.66750399003412	0.754702080965128
A1BG-AS1	78.4385800620605	0.0529293835781821	0.123216366374041	0.429564554902612	0.667512425445814	0.754702080965128
FGR	509.580279276441	0.049911267555079	0.116224856368615	0.42943711968791	0.667605145174945	0.754702080965128
PQBP1	2918.95283329833	0.0312649853566183	0.0728045987769867	0.429436957030537	0.667605263524969	0.754702080965128
SCARNA6	2.2760048336294	-0.0682361179017792	0.158912026523749	-0.429395555481017	0.667635387693624	0.754702080965128
DCHS1	872.391649881512	-0.0587526363124617	0.136839710432533	-0.429353702421262	0.667665840929834	0.754702080965128
LINC02181	0.642022970947843	0.125726127220126	0.292835873293149	0.429339909097359	0.667675877385267	0.754702080965128
DNASE1L3	404.973947009592	-0.0742358182348902	0.173126164443307	-0.428796065999601	0.668071642048704	0.755110124249823
LOC101928661	0.128707091627871	-0.418684338574138	0.976737316762966	-0.42865602797046	0.668173565255731	NA
MTFP1	343.401886663196	-0.0391624978169084	0.0913943242766063	-0.428500326764084	0.668286895701076	0.755314107122722
LARP1	12849.3867747998	-0.0232238729492694	0.0542064801206782	-0.428433517497664	0.668335526569658	0.755320248514823
FBXL19-AS1	88.6253564382141	-0.039255878716303	0.0916366751494613	-0.428386109079971	0.668370036287627	0.755320248514823
VTRNA1-2	1.32119860126411	-0.148212241411165	0.346065736062114	-0.428277711332168	0.668448944226827	0.755320248514823
C19orf73	48.0586661675206	-0.0455595598458877	0.106381354318448	-0.428266401925163	0.668457177099707	0.755320248514823
SRRM4	3.87480448760442	0.0947375270761549	0.221218107689244	0.428253943882557	0.66846624618733	0.755320248514823
POLR2K	2265.57698305716	-0.0245067296042755	0.0572451108970854	-0.428101705459762	0.668577075177557	0.755406170325233
LOC102724719	0.626241987315991	-0.132762227347376	0.310317321024148	-0.427827318530649	0.668776846054255	0.755568297246541
LINC02097	1.15847146919284	-0.128312244835934	0.29992878458506	-0.427809038113662	0.668790156176641	0.755568297246541
PEAK3	25.8757552948769	0.0526577057867378	0.123109967190874	0.427729021364253	0.668848418256827	0.755594808159765
MMD	690.843039930983	-0.0313621566074932	0.073339316727463	-0.42763088077352	0.668919879455514	0.755636226519091
TMEM262	40.474884430836	0.0387101153428112	0.0905580860533258	0.427461721309088	0.669043060178941	0.755736061786605
ZNF280C	304.724506944062	-0.0375424751206555	0.0878821237675342	-0.427191259282296	0.669240027215396	0.75591922969999
TCL1B	0.431058080990549	-0.217748829436626	0.510257180720252	-0.426743292724001	0.669566313998065	0.756248440053468
LINC01180	1.02064462653338	0.141840793250338	0.33270706920474	0.426323352820173	0.669872243570047	0.756554624700867
TEDC1	1188.81410345889	0.0416475709320269	0.0977873312341826	0.425899453501688	0.670181113159716	0.75686409778777
PRM1	0.15316088613538	-0.326057442069937	0.766023301329165	-0.425649508969477	0.670363258640525	NA
PSMD5	2782.76611122467	0.0238318500970925	0.0559904354031412	0.425641449749389	0.670369132068226	0.757037063958684
ORMDL3	3295.00162947379	-0.0310603648116705	0.0730008468889236	-0.425479513394293	0.670487152902791	0.757130968553516
MIR548V	0.29672694994464	0.150608170689783	0.354048075766012	0.425389038943172	0.67055309512834	NA
ZIM3	1.04034587014669	-0.145253352371625	0.341588971960389	-0.425228459625063	0.67067013947505	0.757298220513791
PIK3IP1-AS1	9.47333964415819	-0.0493519459968468	0.116078342033418	-0.425160672803535	0.670719550878713	0.757314634324628
OR1A2	0.163071024081396	-0.329636709987836	0.77612874982379	-0.424719107574196	0.671041452971459	NA
DPH3	1092.56345851338	0.0224578540294619	0.05287921194184	0.424700996946824	0.671054656950764	0.757653609716937
RLF	1786.13746848604	0.0251007794465376	0.0591095766551187	0.424648269653339	0.671093099603811	0.757657619730517
CFAP20	1611.62856316955	-0.0186282852747353	0.0438879618176982	-0.424450908705067	0.671237000054549	0.757780683971122
GLUD1P2	5.34828786822926	0.0673631398661552	0.158862922552583	0.424033114736752	0.671541663104415	0.7580852159655
SERPINB8	1785.46820740482	0.0383494988477368	0.0904875166537884	0.423809827762924	0.671704510210487	0.758229632438567
TOR2A	877.29952500652	0.0267252464250105	0.0630727901353853	0.423720694258886	0.671769521142464	0.758263600769758
DPYSL3	6518.65432523514	-0.0581567543664039	0.137268461810889	-0.423671640223701	0.671805300526965	0.758264572012217
LOC729867	12.0868870783026	0.043926098685349	0.103722000019091	0.423498377174215	0.671931682325634	0.758367800504218
SCGB1A1	50.1001184124321	0.144762553602742	0.342047667018333	0.423223332773041	0.672132324677953	0.758554827211774
BPIFA4P	0.25248356461638	-0.268015323084911	0.63338997464266	-0.423144245748628	0.672190022256618	NA
SLITRK3	4.20323464778283	0.13574754123661	0.320876208251126	0.423052684324823	0.672256822888311	0.758655904220959
SPATA16	0.315649585619332	-0.242397582308626	0.573191613611466	-0.422891013323397	0.672374779807817	NA
RSPO1	28.5080222469639	-0.0836535748481825	0.197980199556471	-0.422535056715718	0.672634518039573	0.759042693926588
ZBTB20-AS5	0.302935584792455	0.1286212005371	0.304656935471132	0.422183727208429	0.672890918229411	NA
LINC01559	236.949867225966	-0.100578909922233	0.238259499510924	-0.422140188024787	0.672922695764427	0.759328431642306
ZNF705D	0.124165862047232	-0.47457954854455	1.12433511555502	-0.422097951027951	0.672953523442713	NA
MIR3657	0.440610942763434	0.117110239465153	0.277452256899762	0.422091500619737	0.672958231475184	0.759329072303644
OPRD1	10.1567315884455	-0.0631479327520636	0.149645926403369	-0.421982303626821	0.673037934265793	0.759379546013805
POLR2F	6.49449338831255	-0.0659043668991579	0.156230898630427	-0.421839517514769	0.673142159266346	0.759457681117509
LOC400541	0.336272737970968	-0.164852354246862	0.390918107986129	-0.42170559735931	0.673239918374172	NA
RDH16	431.597697689055	-0.0684520980849015	0.162448393390102	-0.421377501226013	0.673479445497331	0.759781259758059
KIRREL3-AS2	0.182399457900534	-0.26997231615168	0.640709606027707	-0.421364552071357	0.673488899728507	NA
FAM21EP	11.7201862210109	-0.0398268047478076	0.094527430067534	-0.421325373167914	0.673517504721507	0.759781259758059
LOC157273	9.30354404599953	-0.0883328740435476	0.209665963466355	-0.421302879032736	0.673533928176037	0.759781259758059
DUSP1	17102.2084207693	0.0539892940740924	0.128194347381604	0.42115190862027	0.673644158966347	0.759866132250492
BBS5	182.500957280516	-0.0347282668339112	0.0825155764869219	-0.420869226301962	0.673850577827837	0.760041131493714
LOC101929210	0.427690689392146	-0.177264929337412	0.421213333314114	-0.420843585227201	0.673869302539649	0.760041131493714
AHCYL2	1290.68819403311	-0.0368357531413588	0.0875588802627753	-0.420696941655833	0.673976394702333	0.760122437465522
STX18	1200.86586052602	0.0190054282668195	0.0451919239614787	0.420549217665962	0.674084282562764	0.760204632347464
CACTIN	1330.21189390863	0.0196452970421243	0.0467780225083327	0.419968523436936	0.67450844827559	0.760608140206784
PGM1	3670.50365396301	-0.0290731241942287	0.0692277437337403	-0.419963480335977	0.674512132441264	0.760608140206784
H3C7	6.80666337849752	-0.0599372640336628	0.142753198024115	-0.41986634879828	0.674583092026853	0.760648657356065
THSD7A	97.9792215036059	-0.0616591891016301	0.146923003701484	-0.419670082616254	0.674726483401581	0.760770838935839
EGR3	805.648029473906	-0.0617862827174187	0.147253248455951	-0.419591984321497	0.674783545023349	0.760795673945068
ARID4B	2013.49190769774	-0.0215670541449434	0.0514175188713809	-0.419449530400185	0.674887632160123	0.760873523303934
ZNF844	205.83580791518	-0.0576937810945599	0.137608385978567	-0.419260648137723	0.675025652790806	0.760989619476293
MIR3680-1	0.316628533481324	0.119781855632233	0.28572322072852	0.419223384528637	0.675052883461468	NA
XKR8	433.508051887987	-0.0226594315417694	0.0540641988109214	-0.419120823763915	0.67512783273037	0.761065300718475
LOC100506688	10.9950790843137	0.0672738755221324	0.160596230854225	0.418900712453193	0.675288696364004	0.761199231510381
FRMD6-AS2	1.45035452254572	-0.0773315744844929	0.184622891262136	-0.41886233042843	0.67531674856309	0.761199231510381
IFI27L1	554.331220657399	0.041500060038504	0.099098170487296	0.418777257283717	0.675378927421793	0.761229804264727
MIR10B	0.50073380678251	0.107439831601453	0.256642635862268	0.41863594192164	0.675482217884093	0.761306708950697
DDX55	1033.08059824743	0.0203496542715457	0.0486294556705401	0.418463542125838	0.675608236907735	0.761385624059748
SAG	2.46937471471197	-0.0981497544630484	0.234558753507069	-0.418444219179781	0.675622361962113	0.761385624059748
CT55	1.4900290816061	0.179470927189674	0.429454624189188	0.417904283900809	0.676017100281828	0.761790935787228
SEC14L3	2.33837633137023	0.104412828417755	0.24988432822716	0.417844644994454	0.676060706827339	0.76180054220101
MIR3663HG	0.242677319773502	-0.248640051619019	0.595094300782752	-0.417816220541808	0.676081490491379	NA
EBF1	306.596863504045	-0.0499814004296798	0.119650015620083	-0.417729995024678	0.676144539202407	0.761855472643227
MIR6851	0.116407811699898	-0.269351247916565	0.644903756230825	-0.417661155349448	0.676194876892574	NA
PRAMEF19	0.305260742313185	-0.24378346215143	0.58369107061472	-0.417658371738817	0.676196912384824	NA
SNX8	2382.16426561033	-0.0246269590065592	0.0590009819585841	-0.417399137930384	0.676386485333565	0.762088545063994
CPXCR1	1.41298165083337	-0.147431440822669	0.353429036388771	-0.417145807625422	0.676571760976375	0.762257745647089
FSIP1	24.2357401150768	-0.0442561634405303	0.106123562733577	-0.417024855748909	0.676660227243031	0.762317864310372
B3GNTL1	180.88864539628	-0.0306382549618481	0.0734790457099516	-0.41696588007945	0.676703364672595	0.762326912422982
EDA	152.838942088275	-0.0588108241163217	0.1411247917089	-0.416729218191738	0.676876480379022	0.762482376481323
RAMP1	732.636518622927	-0.0726758198502407	0.174468370738326	-0.41655584644189	0.677003310844675	0.762585688089642
AP1S3	396.29911720001	-0.0411345301364625	0.098805770868229	-0.416317081229203	0.677177995027954	0.762742889259403
APEX2	2705.57982907909	-0.023124150837692	0.0555714029593676	-0.41611601662459	0.677325110354066	0.762869023409675
PDZRN4	34.8497071833386	-0.0931558919256703	0.223966300749242	-0.415937092384134	0.677456036327841	0.762976911408074
MIR944	0.193422957898269	-0.171286726725446	0.411874723285997	-0.415870936091671	0.677504447982471	NA
MPO	15.4267692811684	0.0685689115798641	0.164917120509249	0.415778006359375	0.677572454074681	0.763068449342999
SPECC1L	1639.23484545999	0.0199006110348034	0.0479078103265542	0.415393876262654	0.677853588825231	0.763345469135502
RDH10	3234.29016878919	0.0502767434612601	0.121059996448163	0.415304352687539	0.677919115231027	0.763379671605567
NELFCD	4819.82845628048	-0.0197955426377231	0.0476754361964001	-0.415214714683992	0.677984727833195	0.763413967586094
C2orf27B	0.184683138672733	-0.206080191547446	0.496884161262875	-0.414744939793763	0.678328630315063	NA
ARHGAP27P1-BPTFP1-KPNA2P3	128.765575182435	-0.0449049792468322	0.108277711758804	-0.414720430616977	0.67834657429461	0.763781803422558
HACD2	5231.45367227293	0.0297179654241842	0.0717140172942373	0.414395491222498	0.678584490415578	0.764010069444406
CNTN4-AS2	0.0842663159558919	0.402218325921946	0.971415493567498	0.414053850885999	0.678834669285146	NA
LINC01926	1.21623664183761	-0.121151891096928	0.292639650141095	-0.413996842323026	0.678876419376423	0.764262187857598
INSR	2113.94439429322	0.0324819205760468	0.0784614968728203	0.413985481677686	0.678884739436919	0.764262187857598
FZR1	4193.89911506747	-0.0218204466834687	0.0527133294304575	-0.413945522303908	0.678914004318355	0.764262187857598
LOC105374516	0.172223781213627	-0.274359653097484	0.66291031624822	-0.413871448931793	0.678968254408114	NA
DHX36	3922.37658551825	0.0257247184875059	0.0621587000025803	0.413855477776047	0.67897995163147	0.764264346398405
CYSLTR2	90.8802654280006	0.0563124892508172	0.136082706007876	0.413810769221167	0.679012696445126	0.764264346398405
GLYCTK	187.241194432405	-0.0329678838373434	0.0796713008588998	-0.413798739093397	0.679021507486274	0.764264346398405
MIR6801	0.156820962722043	-0.21095311524134	0.510246178594883	-0.413433993415225	0.679288673364467	NA
CELA3A	1.19318316901216	0.158505391001318	0.383448483530164	0.413368151940676	0.679336904673531	0.764579707939553
MMAB	1666.76549604302	0.0356630569915547	0.0863087935037286	0.413203053174576	0.679457851382764	0.764676198122659
MACROH2A2	1651.88577280005	0.0386228164627636	0.0934910768356626	0.413117676788067	0.679520398957408	0.764706958092875
MPDU1	3002.04406284452	-0.0320435547045892	0.0776023112284785	-0.412920107627283	0.679665148513188	0.764830217130325
VANGL2	3380.82496251008	-0.0418970017506797	0.101509595452243	-0.41273932345037	0.679797610854202	0.764939637252513
ZNF878	15.5581565160946	-0.0843054903161624	0.204345993017595	-0.412562483223752	0.679927192987324	0.765045805260363
GAL3ST2	16.8870559538297	0.105598078486565	0.255995978797896	0.412498973548066	0.679973732892183	0.765058529002786
C1orf162	365.23970798121	0.0441869757804886	0.107196681775152	0.412204697466028	0.680189394383269	0.765261525259452
FGB	7.57003906460128	-0.172118485543619	0.417783017581458	-0.411980569578944	0.680353665019683	0.765406685105296
KLHDC10	2239.27141584871	0.0194436717514909	0.0472033627063773	0.411912851896545	0.680403300501358	0.765422870558307
SNHG27	1.37035997614836	0.22033793254127	0.535009153595916	0.411839556501658	0.680457025876479	0.765443655040807
CTIF	1603.55312846753	-0.0267063403940374	0.0648847729150073	-0.411596422307281	0.6806352543569	0.765604483209536
LOC101927533	2.87820326399269	-0.0675716058384195	0.164202241019837	-0.411514516603072	0.680695298999675	0.76563236391681
GCSAML	14.0253682860127	0.069278150802638	0.168419520340463	0.411342762778275	0.680821217400413	0.765734331374629
SSX9P	0.116433853611613	-0.433309218341558	1.05355230347011	-0.411284012112504	0.680864291495792	NA
SRP14-AS1	92.4836723852122	0.0352258840256855	0.0856498170579801	0.411277983254063	0.680868711719455	0.765748087579655
FAXC	281.103465610771	0.0739226443519929	0.179806145502031	0.411124125627608	0.680981520385665	0.765835295208178
LOC105371508	0.184982442590976	-0.307660545052634	0.748340199042906	-0.411123905205304	0.680981682004782	NA
LOC105377267	0.250482295323876	0.259391286519513	0.63129934230197	0.410884772307332	0.6811570288207	NA
GLRA2	0.79053112308328	-0.129375498394881	0.314992195058258	-0.410726044722958	0.68127342707429	0.766123897924299
MIR3909	0.399028844372097	-0.126497754351041	0.308089928882054	-0.410587112698085	0.681375315058692	NA
ARLNC1	6.34372236746034	0.0652946406468879	0.159069616733752	0.410478392967886	0.681455050435712	0.766288458402542
SCGB3A2	11.4853785027968	-0.11236184086849	0.273780958281677	-0.410407800358737	0.681506825172946	0.766306996097272
SNORA38	0.521860955749235	0.108584776436782	0.264810471575939	0.410047139716841	0.681771367911405	0.766564762294628
PRAF2	904.536405638511	0.037477629291908	0.0914260230351455	0.409922996185682	0.681862435610352	0.766623087823597
GALM	497.432604013307	0.041658861339065	0.101636683000025	0.409880174258094	0.681893849473303	0.766623087823597
LOC101928336	2.2080926872387	-0.111123633898902	0.271173848503877	-0.409787427924906	0.681961889417075	0.766659521211802
ADAMTS19-AS1	0.490213893265595	0.196522515609422	0.479627654770523	0.409739750522616	0.681996867200017	0.766659521211802
ANKRD12	2137.20175086807	-0.028320689318287	0.0691511094793305	-0.409547865992695	0.682137647202485	0.766778083083236
CXCL16	3648.04042238199	0.0302920092548103	0.0739847937667316	0.409435611192195	0.682220010358138	0.766830970802161
ZNF98	1.71096403683197	0.116607208015565	0.285069701630678	0.409048058592473	0.682504393034525	0.76710520972359
ACTRT1	0.32608357803036	-0.184593689751348	0.451324722357215	-0.409004161764588	0.682536606982562	NA
SIK1B	948.158932871696	0.0571250228054561	0.139676828212876	0.408979954201095	0.682554372094331	0.76710520972359
FMO5	77.3726207940784	-0.0434535446850039	0.106254114281711	-0.408958702246537	0.68256996832969	0.76710520972359
LOC101928254	0.244565402757965	-0.176562804480586	0.432230673797513	-0.408492074218916	0.68291244818654	NA
ZBTB44-DT	7.90673723666798	-0.0499589846525921	0.122320431540704	-0.408427145190111	0.682960107774664	0.767484541569306
MRPL49	3888.43974060625	0.0214812600911548	0.0525982556850813	0.408402518512561	0.682978184724166	0.767484541569306
TCTN1	692.652595643141	0.033002788202089	0.0808342253534746	0.408277410438132	0.68307002177708	0.767548021883016
LMF2	6076.86865120181	-0.0234069987911646	0.0573597404877624	-0.408073652218814	0.683219602934606	0.76767637781874
FLYWCH1	2664.15062971634	0.0232820179916974	0.0570831339801894	0.407861593579942	0.683375290729943	0.767805637834681
EML2	3351.79049824594	-0.0276653209090015	0.0678369806625503	-0.407820640582759	0.683405358879517	0.767805637834681
TRAM2-AS1	152.778465587278	0.0339016822419545	0.083161402153939	0.40766126308452	0.683522380404909	0.767897381679994
C16orf78	0.300089470023498	-0.172167882668604	0.422451314056134	-0.407544909768529	0.683607816604889	NA
ATG4B	2613.03969625506	-0.0238030526224705	0.0584182166068035	-0.407459419425316	0.683670593247083	0.767997752520125
SIGLECL1	0.345259947677571	-0.126524955493112	0.310532128272569	-0.407445619868533	0.683680726641462	NA
LPAR2	1129.2483885771	0.0277563857906785	0.0681361292466082	0.407366636431878	0.683738727449283	0.767997752520125
POMGNT1	3584.45582702661	0.0230767078836044	0.0566498501299749	0.407356909694522	0.683745870324326	0.767997752520125
FRS2	1705.49778208318	0.032703336327371	0.080283741155823	0.40734694044585	0.683753191318055	0.767997752520125
LIN7C	1902.5264403072	0.0216410041912828	0.053178741220334	0.406948410110315	0.684045879450198	0.768286762814785
LOC105377603	0.274010859713188	-0.28932417927856	0.711178507434548	-0.40682356996733	0.684137574152462	NA
BTBD2	5619.52399527523	-0.0228614428121915	0.0562057485826525	-0.40674563347507	0.684194820628367	0.768406062775481
TEKT4P2	88.6625362581252	0.0575316163322447	0.141457830032805	0.406705067643853	0.684224618054206	0.768406062775481
TMA16	1044.29339585987	0.0226537763579398	0.0557114964721536	0.406626599399693	0.684282257900646	0.768406062775481
