Taxonomy	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	tax_class
s__Pseudohongiella spirulinae	1.06375358617749	-0.0408770565184184	0.186435721867371	-0.219255495186153	0.826451028083708	NA	species
s__Streptomyces cinereoruber	1.06369643139151	-0.0408761803418399	0.186450263986952	-0.219233695183722	0.826468008906435	NA	species
s__Candidatus Borrelia tachyglossi	1.06378058142968	-0.0408766815992409	0.186469005104671	-0.219214349195972	0.826483078274944	NA	species
s__Salmonella bongori	1.00346423495224	0.0412990435298107	0.188711422472578	0.218847608632762	0.826768759343307	NA	species
g__Aminobacter	2.50145189901862	-0.0290232165713612	0.132725416876206	-0.218671127614023	0.826906241500606	0.972010652346986	genus
f__Rhizobiaceae	335.833621267443	-0.0325896955800201	0.149090361460967	-0.218590224483106	0.82696926839215	0.964015744800267	family
g__Kingella	1.28365657503345	-0.041278753678117	0.188944083733049	-0.218470739398424	0.827062354263058	0.972010652346986	genus
g__unclassified-s__Phycisphaerae bacterium ST-NAGAB-D1	1.44575032487485	-0.0383479771243727	0.175579925252468	-0.218407526197724	0.827111602027326	0.972010652346986	genus
g__Arenimonas	1.19952102677785	0.0379517066959904	0.173923995569299	0.218208571921112	0.82726660657808	NA	genus
s__Pseudomonas sp. M30-35	1.24723830023462	0.0370790395207389	0.170071419008842	0.218020404232713	0.827413213529487	NA	species
s__Pseudomonas sp. 02C 26	1.14452815726779	0.0526455888480752	0.242071255526719	0.217479719901169	0.827834509965251	NA	species
c__unclassified-s__Actinobacteria bacterium IMCC19121	1.06902471906456	-0.0405051806345632	0.186384728820097	-0.21732027559865	0.827958757015913	0.998522042232446	class
f__unclassified-s__Phycisphaerae bacterium ST-NAGAB-D1	1.46076269200196	-0.03812144083384	0.175472688049933	-0.217249996324169	0.828013523542138	0.964015744800267	family
g__Litoricola	1.05463102626721	-0.0406814711264457	0.187669885638634	-0.216771438784694	0.828386471268435	NA	genus
g__unclassified-s__Candidatus Uzinura diaspidicola	1.05504495928198	-0.0406880803874782	0.187702582532196	-0.2167688895836	0.828388458006258	NA	genus
g__Agarivorans	1.05456299909861	-0.0406804047129891	0.187672914417493	-0.21676225809811	0.828393626306315	NA	genus
g__Thermosediminibacter	1.05461318121878	-0.0406789990739044	0.187676131877711	-0.216751052288368	0.828402359658619	NA	genus
g__Brussowvirus	1.05457721757525	-0.0406805786397733	0.187764826404964	-0.216657077998384	0.82847560023248	NA	genus
f__unclassified-s__Candidatus Uzinura diaspidicola	1.0676479264014	-0.0406881972738816	0.187803463612257	-0.216653071734009	0.828478722620708	NA	family
f__Litoricolaceae	1.06645246742132	-0.040668281746426	0.187765389234692	-0.216590937830368	0.828527148670754	NA	family
s__Phycisphaerae bacterium ST-NAGAB-D1	1.43899883125983	-0.0379516658349835	0.175632583736461	-0.216085563553119	0.828921052509608	0.944699360435326	species
s__Pseudomonas sp. DG56-2	1.67796204872651	-0.0382492046391374	0.177052511194604	-0.216033110070359	0.828961938789954	0.944699360435326	species
s__Streptococcus iniae	1.13253103679292	-0.0390028742338256	0.180775265602671	-0.215753378117285	0.829179991218552	NA	species
s__Roseovarius sp. TM1035	1.19274084119169	0.0383533951980496	0.177952772481124	0.215525696303034	0.829357480024709	NA	species
s__Pigeon aviadenovirus A	1.05799016488337	0.0396387982121417	0.183922302403596	0.215519258372261	0.829362498824693	NA	species
s__Planococcus sp. Y42	1.05801088743458	0.0396389409002636	0.183925165173136	0.215516679639515	0.82936450912224	NA	species
s__Devriesea agamarum	1.05801702002032	0.0396373400007465	0.183919587297385	0.215514511440566	0.829366199381638	NA	species
s__Mycoplasma columbinum	1.05799325027041	0.0396397548209255	0.18393094601306	0.215514331221407	0.829366339874836	NA	species
s__Streptomyces sp. DUT11	1.05795661173747	0.039637449295044	0.183922296420687	0.215511931214587	0.829368210845319	NA	species
s__Borreliella garinii	1.05804580506391	0.0396383684302257	0.183930933623841	0.215506808176653	0.829372204609192	NA	species
s__Acinetobacter sp. WCHAc010052	1.05795892461879	0.0396389100527121	0.183995435023711	0.215434203830133	0.829428805213792	NA	species
s__Litoricola lipolytica	1.04941281607351	-0.0402898002476587	0.187623652901137	-0.214737319227487	0.829972124700262	NA	species
s__Methylomonas sp. GJ1	1.04939510499312	-0.0402895346227403	0.187623615447058	-0.214735946361234	0.82997319512278	NA	species
s__Agarivorans gilvus	1.04939563371193	-0.0402895424670162	0.187626323224231	-0.214732889152586	0.829975578826601	NA	species
s__Spiribacter salinus	1.04941790846835	-0.0402900226451681	0.187629151818472	-0.214732211144609	0.829976107469242	NA	species
s__Thermosediminibacter oceani	1.04940269480878	-0.0402894282354335	0.187629105357404	-0.214729096313114	0.829978536103527	NA	species
s__Cyprinid herpesvirus 2	1.04938617094541	-0.0402893992410321	0.18762903166719	-0.214729026116258	0.829978590836038	NA	species
s__Vibrio metoecus	1.04940642270314	-0.040289705009996	0.187631780108899	-0.214727510374908	0.829979772660256	NA	species
s__Microbacterium sp. CGR1	1.04934928038076	-0.0402888350755946	0.187634429363987	-0.214719842260076	0.829985751498762	NA	species
s__Candidatus Uzinura diaspidicola	1.04952701046279	-0.0402915619881056	0.187651509020138	-0.21471483069066	0.82998965903088	NA	species
s__Thermosipho melanesiensis	1.04938202039456	-0.0402893303135608	0.187642813583877	-0.214712887448532	0.829991174182335	NA	species
s__Clostridium ljungdahlii	1.04949841857563	-0.0402911231198915	0.187654379939703	-0.214709207069069	0.829994043786482	NA	species
s__Marinomonas sp. FW-1	1.04940026692951	-0.0402896099460349	0.187648557491893	-0.214707805295948	0.829995136754258	NA	species
s__Propionibacterium virus PHL092M00	1.04941611939789	-0.040289857076655	0.187660085471344	-0.214695932677742	0.830004393892528	NA	species
s__Enterococcus sp. M190262	1.0494163832346	-0.0402898627698749	0.187665665602822	-0.214689579153733	0.83000934777585	NA	species
s__Campylobacter sp. RM6137	1.04941558544057	-0.0402898503311631	0.187669354981032	-0.214685292306968	0.83001269026152	NA	species
s__Enterobacter cloacae complex sp. FDA-CDC-AR_0132	1.04947984108263	-0.0402909154519236	0.187705613971112	-0.214649496088722	0.830040600953889	NA	species
s__Streptococcus phage TP-778L	1.04941687909583	-0.040289879091859	0.187705455128367	-0.214644156528673	0.830044764284074	NA	species
g__Chloracidobacterium	32.26342117104	0.0191760604817207	0.0894576412686296	0.214359111304282	0.830267024984338	0.972010652346986	genus
g__Microvirgula	1.81566792867811	-0.039840995741398	0.186035842890185	-0.214157632864951	0.830424133648688	0.972010652346986	genus
s__Pelobacter sp. SFB93	1.20699205877712	0.0369333214387539	0.172678112577116	0.213885366752894	0.830636451825675	NA	species
s__Microbacterium sp. CBA3102	1.28463205594266	-0.0364051481346451	0.170351441234045	-0.213706135216245	0.83077622666052	NA	species
g__unclassified-s__Bacteroidales bacterium CF	1.1240419182189	-0.0388287479218095	0.181888111916792	-0.213476007379594	0.830955701142908	NA	genus
f__unclassified-s__Bacteroidales bacterium CF	1.13705837042702	-0.0388313612230056	0.181965587128282	-0.213399477537642	0.831015387983339	NA	family
g__Aviadenovirus	1.0631821886819	0.0392473646349584	0.18396392532425	0.213342722307007	0.83105965291955	NA	genus
g__Devriesea	1.06335892073807	0.0392420132442359	0.183961074624753	0.213316938511489	0.831079762574649	NA	genus
s__Escherichia virus WA45	1.21556561484358	-0.037912351167488	0.177744324910524	-0.213297111941959	0.83109522606273	NA	species
s__Kingella kingae	1.27419550669558	-0.0402237342283474	0.188668996123444	-0.213197372407863	0.831173017672574	NA	species
s__Streptomyces katrae	1.59363864681298	-0.0393030074754326	0.185082972429346	-0.212353448615788	0.831831300144687	0.946918050700107	species
o__unclassified-f__Candidatus	1.1144151552184	-0.0389339200908534	0.183388030683869	-0.212303496284166	0.831870267963243	0.999754298260477	order
g__Chakrabartyvirus	1.04015862571297	-0.0400785324976537	0.188927164967888	-0.212137479035721	0.831999781002825	NA	genus
s__Cronobacter sakazakii	7.21803517374934	0.0947036145528748	0.446659898664075	0.212026230328995	0.832086570671176	0.946918050700107	species
s__Bacteroidales bacterium CF	1.11824753535159	-0.0384307012950008	0.181882187931678	-0.211294474362915	0.832657494415059	NA	species
s__Bordetella avium	1.11821185114091	-0.0384280443186249	0.181871476200663	-0.21129230993994	0.832659183251846	NA	species
g__Alpharetrovirus	9.0196341286781	0.0238312287807744	0.112870986473012	0.211136887569177	0.83278045686113	0.972010652346986	genus
g__Nonlabens	6.93559930480183	0.0173075310703166	0.0822689897245047	0.210377338147394	0.833373178416048	0.972010652346986	genus
s__Pseudomonas virus pf16	1.03506215589434	-0.0396867663676139	0.188870752687449	-0.210126585524278	0.833568876403204	NA	species
s__Leclercia sp. W17	1.0350938694924	-0.0396859953018645	0.188878871052933	-0.210113471563172	0.833579111378753	NA	species
s__Microvirgula aerodenitrificans	1.80409120651844	-0.0390194746908168	0.186064862979866	-0.209708991079305	0.833894807707355	0.948304703531419	species
s__Candidatus Accumulibacter phosphatis	1.16695658763288	0.0367831469954945	0.175539287529316	0.209543672605777	0.834023846206513	NA	species
s__Burkholderia sp. LA-2-3-30-S1-D2	1.16709696889735	0.0367818950389399	0.175830343842916	0.20918968953277	0.834300160934384	NA	species
g__Pseudescherichia	1.1093975385953	-0.0382296038770559	0.183034040591101	-0.208866087169332	0.834552778766792	NA	genus
s__Legionella clemsonensis	1.16694826763584	0.0367791941534103	0.176331924593372	0.208579326960927	0.834776650309118	NA	species
s__Leucobacter sp. DSM 101948	1.40752745668256	0.0375616637173626	0.18013465141975	0.208519923409052	0.834823027891056	0.948689349009765	species
s__Pseudorhodoplanes sinuspersici	1.31614002912872	0.0346190638626207	0.16607483669434	0.208454601261098	0.834874026906577	NA	species
s__Flaviflexus sp. H23T48	1.18713881836516	-0.0367901468651276	0.176753083954496	-0.208144299618551	0.835116298450118	NA	species
s__Candidatus Methylopumilus planktonicus	1.07235569183471	0.0380255065170753	0.182782597377739	0.208036799250049	0.835200234238627	NA	species
s__Xylella taiwanensis	1.07232637255845	0.0380231151153777	0.182773729118433	0.208033809337772	0.835202568775083	NA	species
s__Borreliella spielmanii	1.07235583869926	0.0380236959831616	0.182782769298753	0.208026698189549	0.835208121196251	NA	species
g__Aquimarina	9.48903544723589	-0.0260195468406388	0.125118297301391	-0.207959566281195	0.83526053854088	0.972010652346986	genus
s__Nostoc sphaeroides	1.22146945975709	0.0355465091348394	0.171748182472307	0.206968764519945	0.83603425261609	NA	species
g__Centapoxvirus	1.32229268617137	0.0342416642031303	0.165483076366951	0.20691943221554	0.836072780215242	0.972010652346986	genus
s__Bacillus altitudinis	1.1039413729249	-0.0378417179508167	0.182973452931812	-0.206815345857407	0.836154070987669	NA	species
s__Pseudarthrobacter chlorophenolicus	1.10382548959444	-0.0378397571662562	0.182976493595065	-0.206801192999125	0.836165124413608	NA	species
s__Candidatus Desulfofervidus auxilii	1.10385014769524	-0.0378409075502105	0.182990060214626	-0.206792147649044	0.836172188876846	NA	species
s__Prosthecochloris aestuarii	1.1038803533267	-0.0378406754391249	0.18299659785734	-0.206783491508539	0.836178949377849	NA	species
s__Pseudescherichia vulneris	1.10384530082098	-0.0378397106304291	0.183017577605118	-0.206754515744234	0.836201579722828	NA	species
s__Campylobacter avium	1.10395439791478	-0.037840757043306	0.183048050918996	-0.206725812448293	0.836223997401117	NA	species
s__Roseovarius sp. THAF27	1.10376271227524	-0.0378398658651322	0.183184594282292	-0.206566856854894	0.836348146365337	NA	species
g__Schaalia	68.8660912304219	0.0218756865569442	0.105903104483062	0.20656322270933	0.836350984786914	0.972010652346986	genus
g__Pseudorhodoplanes	1.32301028323487	0.0342213138362189	0.165914875473948	0.206258261885579	0.836589179692131	0.972010652346986	genus
f__unclassified-g__Pseudorhodoplanes	1.33800485541655	0.0342146170000238	0.165926514699188	0.206203433261117	0.836632006123519	0.968453773005539	family
s__Thermoanaerobacterium xylanolyticum	1.1870179096672	-0.0367872243746642	0.178461585132446	-0.20613525508788	0.836685260512376	NA	species
s__Streptococcus sp. KCOM 2412	1.15281462318623	0.0382577591221897	0.185707827182127	0.206010482717401	0.836782722913498	NA	species
s__Riemerella anatipestifer	1.95853896072118	-0.0395376089883335	0.19267794588011	-0.205200490423201	0.837415486295026	0.950465634501474	species
s__Agarilytica rhodophyticola	1.12691783649395	0.0366241201041372	0.178504910078522	0.205171499697273	0.837438135709132	NA	species
o__unclassified-g__Chloracidobacterium	32.3567946094918	0.0182026765344088	0.0887371985000868	0.205130169107052	0.837470426049445	0.999754298260477	order
s__Serratia sp. YD25	1.12680386451361	0.0366219062165651	0.178570352382089	0.205083910783828	0.837506566603206	NA	species
s__Nitrosococcus oceani	1.1267303831392	0.0366218219047121	0.178573365580873	0.205079978112003	0.837509639124196	NA	species
s__Delftia acidovorans	14.1726131162058	0.0346224364078149	0.168885885774942	0.205004913518663	0.837568286124744	0.950465634501474	species
s__Yoonia vestfoldensis	1.12697789815614	0.0366231820476603	0.178755819147936	0.204878264787293	0.837667237194079	NA	species
f__Pichiaceae	69.4333514638785	-0.031685981424649	0.154774744910781	-0.204723202373321	0.837788391462941	0.968453773005539	family
g__Halothiobacillus	1.09508518893596	-0.0376265009674465	0.184133022270791	-0.204344123087883	0.838084592087865	NA	genus
f__Halothiobacillaceae	1.10765046892588	-0.037610671081394	0.184215324972073	-0.204166895925167	0.838223079689731	NA	family
g__Halapricum	1.09499732436379	-0.0376218618912918	0.184362515085442	-0.204064594550883	0.83830302159086	NA	genus
s__Methanobacterium paludis	0.937494243719636	-0.0405153751369059	0.198733119394126	-0.203868259404494	0.838456449471501	NA	species
s__Bacillus methanolicus	1.1726853727075	-0.0362148722240682	0.177672370328343	-0.203829510222339	0.838486731097118	NA	species
s__Terriglobus albidus	1.79459453523869	-0.0301112265994658	0.147756836963241	-0.203789057875927	0.838518343962962	0.950872705989028	species
s__Pseudomonas virus PMW	1.03221106649983	0.0378957816260364	0.186215930121691	0.203504510066737	0.838740720914897	NA	species
s__Mycobacterium virus Ibhubesi	1.03219401099151	0.0378948429059507	0.18621331306693	0.203502329032352	0.838742425464782	NA	species
s__Mycobacterium virus Anaya	1.03219042540962	0.0378946451909532	0.186213314700127	0.203501265481353	0.838743256665035	NA	species
s__Halomonas sp. PA16-9	1.03223580669934	0.0378958326681289	0.18623249812879	0.203486679547851	0.838754656072239	NA	species
g__Agarilytica	1.13295177623586	0.0362499351236224	0.1785033520396	0.203077055469415	0.839074805144799	NA	genus
g__Acholeplasma	8.28131349934059	0.0166121618537962	0.0819092087302857	0.202811895161843	0.839282060159858	0.972010652346986	genus
s__Streptomyces sp. S063	1.3245164160703	-0.03401384920406	0.167780361319683	-0.202728429814567	0.839347300782444	NA	species
g__Yoonia	1.13274903544654	0.0362401600891551	0.178774532410035	0.202714332967938	0.839358319680427	NA	genus
s__Cupriavidus taiwanensis	20.465193791416	0.0244973045271272	0.121029204507703	0.202408209049808	0.839597611327956	0.951425622984745	species
s__Enterobacter cancerogenus	1.08954861237272	-0.037234522663071	0.184108478703866	-0.202242302609875	0.839727303651884	NA	species
s__Halothiobacillus neapolitanus	1.08956198434857	-0.0372350936272472	0.184111809683557	-0.202241744792174	0.839727739716284	NA	species
s__Legionella geestiana	1.08952316846338	-0.037235565881916	0.184133580198011	-0.202220398049471	0.839744427202424	NA	species
s__Actinobacillus porcitonsillarum	1.08958847647837	-0.0372345839787866	0.184275688137112	-0.202059123236495	0.839870503621999	NA	species
s__Halapricum salinum	1.08951531131517	-0.0372329092737623	0.184317348301458	-0.202004367016318	0.839913310175369	NA	species
s__Bacillus thuringiensis	5065.7953557317	-0.0542843793154072	0.269273448505007	-0.201595737035313	0.8402327781602	0.951474864282818	species
f__unclassified-g__Chloracidobacterium	32.5802424589837	0.0179183477958037	0.088914273632945	0.201523861846682	0.840288973093291	0.968453773005539	family
g__Plaisancevirus	1.03738674540173	0.0375076514432951	0.186274566900314	0.201356803923573	0.840419588886761	NA	genus
g__Riemerella	1.96920273551281	-0.0387214520411353	0.192449817714488	-0.201202851221097	0.840539962131738	0.972010652346986	genus
g__Salinimonas	2.41174455489044	-0.025024861787063	0.124442601230103	-0.201095617896884	0.840623808418261	0.972010652346986	genus
s__Planococcus faecalis	1.08678483604342	0.0364584938482213	0.181927947227076	0.200400732289443	0.841167186821017	NA	species
s__Plesiomonas shigelloides	1.26183705805405	0.035656620486559	0.178341720635803	0.199934263050957	0.841531993367019	NA	species
s__Nocardioides daphniae	1.235710321245	0.0341891879732277	0.171080366714362	0.199842849473841	0.841603488182987	NA	species
g__Leptospira	19.0959092767193	-0.0180264674465078	0.0902081520270188	-0.199831911434219	0.841612042942065	0.972010652346986	genus
s__Mycobacteroides abscessus	3.77287288268522	-0.0312021983292375	0.156305125674899	-0.199623641224251	0.841774936892184	0.952550386011704	species
g__Alphabaculovirus	10.3295710770958	0.0138516363660378	0.0696693200003434	0.198819743984433	0.842403750844668	0.972010652346986	genus
g__Thiomicrospira	2.25926712903709	-0.0255419829892931	0.128529117230057	-0.198725265836651	0.842477658909966	0.972010652346986	genus
o__Halobacteriales	29.1829587186913	-0.0136287321548887	0.0687253233916681	-0.198307282996954	0.842804653838951	0.999754298260477	order
s__Candidatus Methanomassiliicoccus intestinalis	1.14109990180139	0.0351388955384685	0.177765490045327	0.197669950053346	0.84330330215928	NA	species
s__Mycoplasma suis	1.07520919791503	-0.0366150021775587	0.18528504528078	-0.197614449250734	0.843346728878844	NA	species
s__Erysipelothrix larvae	1.0752142136787	-0.0366142151506198	0.185282101247988	-0.197613341515455	0.843347595633488	NA	species
s__Vibrio hyugaensis	1.07518168843113	-0.0366151634883201	0.185291027366531	-0.197608939886173	0.843351039718704	NA	species
s__Legionella endosymbiont of Polyplax serrata	1.07537429499686	-0.0366164410590396	0.185297523275258	-0.197608907079919	0.843351065388195	NA	species
s__Candidatus Bipolaricaulis anaerobius	1.07520762815847	-0.0366157237888142	0.185293978166585	-0.197608816817002	0.84335113601507	NA	species
s__Pseudomonas asplenii	1.07532406078098	-0.0366162140318556	0.185300307473346	-0.197604712755928	0.843354347268764	NA	species
s__Sulfurospirillum barnesii	1.07512547906101	-0.03661414381825	0.185344247216692	-0.197546696852389	0.843399742530819	NA	species
s__Selenomonas sputigena	3.26064819813263	0.0748704346123055	0.379001287462866	0.197546649810896	0.843399779339228	0.953717893936342	species
s__Streptomyces sp. SGAir0924	1.07516164865759	-0.0366146400375165	0.185360667391493	-0.197531874225421	0.843411340762267	NA	species
g__Pajaroellobacter	1.18060785735912	-0.0368612296039904	0.186644052705063	-0.197494798627411	0.843440351380412	NA	genus
s__Spiroplasma kunkelii	1.07524922296406	-0.0366137514777432	0.185398883034062	-0.197486364958393	0.843446950520119	NA	species
s__Plasmodium coatneyi	57.7947891014512	0.0171219450841382	0.0872028718483099	0.19634611476927	0.844339269414833	0.954109307954358	species
g__Plesiomonas	1.26901173852673	0.035008554169539	0.178540537343886	0.196081823715525	0.844546122675426	0.972010652346986	genus
s__Peridroma alphabaculovirus	1.0465408215185	0.0362630704297128	0.18502579811591	0.195989266356228	0.844618567282711	NA	species
s__Staphylococcus schweitzeri	1.04654629646247	0.036263024092395	0.185025808514401	0.195989004904537	0.844618771922705	NA	species
s__Campylobacter volucris	1.04654542369988	0.036262054736615	0.185023113752214	0.195986620272631	0.844620638390586	NA	species
s__Spiroplasma alleghenense	1.04651126803462	0.0362624452920855	0.185025819951396	0.19598586457615	0.844621229879629	NA	species
s__Rickettsia felis	1.04651603909735	0.0362617905225572	0.185023076761885	0.195985231448854	0.844621725432962	NA	species
s__Iodobacter sp. H11R3	1.0465278105425	0.0362617469756714	0.185023096988926	0.195984974664227	0.844621926420172	NA	species
s__Acinetobacter sp. FDAARGOS_493	0.992064714576868	-0.0377743988455486	0.192779319445395	-0.195946323258228	0.844652179274307	NA	species
g__Ochrobactrum	9.23721715034019	0.0277680108546894	0.141773711892807	0.195861492825161	0.844718577732445	0.972010652346986	genus
g__Streptacidiphilus	2.94943301052103	0.0385870635632425	0.197049465841063	0.195824248487769	0.844747729960653	0.972010652346986	genus
s__Actinomadura sp. WMMB499	3.80652020308698	0.0311119181276405	0.159115637224141	0.195530236188001	0.844977869416446	0.954160403105088	species
g__Ignicoccus	1.29658051229441	0.0327162230942215	0.167338439997064	0.195509310919808	0.84499424926921	0.972010652346986	genus
s__Bacillus aryabhattai	1.00031590745302	0.0467633570874928	0.239206851406833	0.195493384961452	0.845006715813978	NA	species
g__Methanomassiliicoccus	1.14648128464133	0.0347443928704065	0.177773461356111	0.195441955201667	0.845046974340935	NA	genus
s__Aquimarina sp. BL5	1.19543714601624	0.0339453365111437	0.173786013107946	0.195328357582257	0.84513589846943	NA	species
g__Neptunomonas	1.06617298052376	-0.0363714090534112	0.18650952693151	-0.195010998375261	0.845384337463617	NA	genus
s__Nitrosococcus halophilus	1.14399636562045	-0.0350218522308152	0.179749284697715	-0.194837227250788	0.845520377604811	NA	species
s__Pajaroellobacter abortibovis	1.17343901321794	-0.0363057574269517	0.186356836370148	-0.194818489807587	0.845535046855781	NA	species
s__Halobacterium salinarum	1.14396357234738	-0.0350187525731609	0.179759815070464	-0.194808570310522	0.845542812696434	NA	species
s__Synechococcus sp. CC9902	1.14400916817007	-0.0350196878967773	0.179837319468635	-0.194729814702809	0.845604469933492	NA	species
s__Burkholderia sp. MSMB0856	1.1958739381062	0.0339540864834745	0.174386153365577	0.194706321735846	0.845622862602882	NA	species
s__Agrococcus jejuensis	1.44783131623645	-0.0312488253781126	0.16075707757404	-0.19438537854559	0.845874137796987	0.954502184966706	species
g__Iodobacter	1.05171327646551	0.0358719167976557	0.185071868700005	0.193826955169522	0.846311380071768	NA	genus
o__unclassified-s__Candidatus Dependentiae bacterium (ex Spumella elongata CCAP 955/1)	1.05671523047984	-0.0364221906310442	0.188129702254634	-0.193601489794242	0.846487931576629	0.999754298260477	order
s__Pseudomonas sp. SXM-1	1.31052352390481	-0.0334365186400975	0.172873202739043	-0.193416435342908	0.846632844915384	NA	species
s__Ornithinimicrobium sp. HY006	3.97198859647275	0.0360506518627623	0.186394137821892	0.193410867337525	0.846637205216494	0.954693286106678	species
s__Candidatus Phaeomarinobacter ectocarpi	1.10107894234415	0.0349152782950401	0.180572881416529	0.193358371540302	0.846678314869293	NA	species
f__unclassified-g__Plesiomonas	1.28617926383891	0.0345154563759538	0.178717346056502	0.193128742886779	0.846858142819799	0.968453773005539	family
s__Dehalogenimonas lykanthroporepellens	1.14430056704321	-0.0350334169556626	0.181430186530524	-0.193095854805664	0.846883898953052	NA	species
s__Bacillus sp. AK13	1.06087852032234	-0.0359782218957032	0.186467496361443	-0.192946345061469	0.847000988809425	NA	species
s__Maribacter sp. HTCC2170	1.06085623225301	-0.0359781193018358	0.186467457474671	-0.192945835102208	0.847001388194236	NA	species
s__Neptunomonas concharum	1.0608821249684	-0.0359785139144354	0.18647030126517	-0.192945008777951	0.847002035346716	NA	species
s__Dehalogenimonas formicexedens	1.06090522536817	-0.0359788422115864	0.186473161678747	-0.192943809648973	0.847002974468903	NA	species
s__Methanoregula boonei	1.06089576955636	-0.0359781504921508	0.186470309185354	-0.192943051627528	0.847003568128889	NA	species
f__Hyphomicrobiaceae	7.93469918374291	-0.018630241204239	0.0965590918630141	-0.19294134653492	0.847004903507327	0.968453773005539	family
s__Candidatus Planktophila dulcis	1.06085008778027	-0.0359777875608131	0.186473034070909	-0.192938285903216	0.847007300505264	NA	species
s__Ruegeria sp. AD91A	1.06086214638342	-0.0359779042716694	0.186478749917145	-0.192932997929549	0.847011441896129	NA	species
s__Hafnia paralvei	1.06086370089801	-0.0359778270398294	0.186478700811802	-0.192932634575457	0.847011726464895	NA	species
s__Candidatus Erwinia haradaeae	1.06083117214807	-0.0359771006008564	0.18647576385026	-0.192931777610232	0.847012397616177	NA	species
s__Candidatus Nasuia deltocephalinicola	1.06105201359127	-0.0359801286714551	0.186499322888647	-0.19292364237128	0.847018768914138	NA	species
s__Neisseria sp. 10022	1.06091837529201	-0.0359775004168835	0.186498996277615	-0.192909887639978	0.847029541268465	NA	species
s__Aciduliprofundum sp. MAR08-339	1.06085399537077	-0.0359779201926865	0.186502490604004	-0.192908524042595	0.847030609204673	NA	species
s__Propionibacterium phage PA1-14	1.06078743682019	-0.0359792734679466	0.186595838782049	-0.192819270262354	0.847100511199074	NA	species
k__unclassified-s__Candidatus Dependentiae bacterium (ex Spumella elongata CCAP 955/1)	1.03977690313383	-0.0362233659543474	0.187917363817058	-0.192762207911834	0.847145202061086	0.992930995853098	kingdom
s__Nitratireductor sp. OM-1	1.29587901726813	-0.0329072116162763	0.170928476903488	-0.19252035829499	0.84733462256423	NA	species
g__Granulosicoccus	1.13503681155357	-0.0347958143041779	0.180792946366339	-0.192462233751484	0.847380147954941	NA	genus
f__Corynebacteriaceae	188.175292436386	0.0223626812996913	0.116713903288517	0.191602548364874	0.848053546193432	0.968453773005539	family
s__Streptococcus equi	1.21297584929623	-0.0336176976381239	0.175804777148068	-0.19122175280715	0.848351861789419	NA	species
s__Streptacidiphilus sp. DSM 106435	2.93570890594376	0.0377392388853164	0.197468873147438	0.191114874378905	0.848435594355993	0.956050760844035	species
p__unclassified-s__Candidatus Dependentiae bacterium (ex Spumella elongata CCAP 955/1)	1.04025864071044	-0.0358598943747956	0.187845064480481	-0.190901445688619	0.848602807508431	0.994517608129793	phlyum
s__Granulosicoccus antarcticus	1.12962192521514	-0.034402374247908	0.180798100744471	-0.190280617474684	0.849089241190904	NA	species
g__Mesotoga	1.05190198535125	-0.0357175693246967	0.187737112639372	-0.190253108842189	0.849110796190125	NA	genus
g__unclassified-s__Candidatus Dependentiae bacterium (ex Spumella elongata CCAP 955/1)	1.05184836112007	-0.035716767261522	0.187737030059354	-0.190248920259524	0.849114078256884	NA	genus
g__Atadenovirus	1.05175204624811	-0.0357152454083323	0.187736877049078	-0.190240969007893	0.849120308662466	NA	genus
g__unclassified-s__Streptococcus phage Dp-1	1.05205988422901	-0.0357202030389139	0.187766171896287	-0.190237691263387	0.849122877025338	NA	genus
g__Natronobacterium	1.05177020862206	-0.0357155668280635	0.187752715985355	-0.190226632092233	0.849131542741434	NA	genus
s__Sulfurisphaera tokodaii	1.12964969927569	-0.0344021223529148	0.180866958414035	-0.19020678323214	0.849147095904473	NA	species
f__unclassified-s__Candidatus Dependentiae bacterium (ex Spumella elongata CCAP 955/1)	1.06371718088811	-0.0357050505799632	0.187834226203524	-0.190088096837451	0.849240097374341	NA	family
g__Sedimentisphaera	1.86272675639592	0.0322208122547738	0.170109235449933	0.189412480571975	0.849769543441261	0.972010652346986	genus
f__Syntrophaceae	2.81509651847444	-0.0219521838108998	0.116255141542202	-0.188827638241969	0.850227909318926	0.968453773005539	family
g__Salegentibacter	2.10121941321902	0.0264323590091389	0.140016466292158	0.188780360689758	0.850264964966516	0.972010652346986	genus
s__Pseudomonas syringae group genomosp. 3	3.09149254977878	-0.0470711147078047	0.249516170919199	-0.18864955539514	0.850367490502173	0.956576266013924	species
s__Megavirus chiliensis	1.06087104622993	0.0346734155494767	0.183867685208618	0.188578082712772	0.850423512048507	NA	species
s__Staphylococcus piscifermentans	1.06084621040199	0.0346731410441262	0.183867603145634	0.188576673926961	0.850424616287208	NA	species
s__Erythrobacter sp. KY5	1.06085393776041	0.0346720896931472	0.183864804505166	0.188573826222261	0.850426848384507	NA	species
s__Pseudothermotoga thermarum	1.06085839146731	0.0346720458067196	0.183864764649685	0.188573628409879	0.850427003434506	NA	species
s__Staphylococcus virus SEP9	1.06079769345525	0.0346686912408789	0.184078996546594	0.188335942129625	0.850613311709835	NA	species
s__Mycoplasma bovoculi	1.04654528881231	-0.0353235427071089	0.187685599661453	-0.188205929335151	0.850715224611036	NA	species
